Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD5411,Peer,Oil & Masala,Masalas,Namakkal,12/24/2018,South,9.93,0.25,4.17,Tamil Nadu
OD5412,Amrish,"Eggs, Meat & Fish",Mutton,Madurai,09-08-2015,South,11.72,0.16,4.92,Tamil Nadu
OD5413,Sudha,Bakery,Biscuits,Kanyakumari,9/15/2016,South,18.17,0.24,3.45,Tamil Nadu
OD5414,Anu,"Eggs, Meat & Fish",Chicken,Coimbatore,5/19/2018,South,23.64,0.17,10.4,Tamil Nadu
OD5415,Haseena,Bakery,Biscuits,Virudhunagar,07-03-2018,South,19.02,0.12,7.23,Tamil Nadu
OD5416,Malik,Bakery,Breads & Buns,Vellore,06-02-2015,South,20.72,0.23,2.69,Tamil Nadu
OD5417,Suresh,Food Grains,Rice,Vellore,8/24/2016,South,16.85,0.25,1.52,Tamil Nadu
OD5418,Sudeep,Snacks,Chocolates,Theni,7/27/2016,South,15.98,0.29,4.64,Tamil Nadu
OD5419,Mathew,"Eggs, Meat & Fish",Eggs,Vellore,5/31/2015,South,20.34,0.26,4.07,Tamil Nadu
OD5420,Vince,Fruits & Veggies,Organic Vegetables,Bodi,5/31/2015,South,15.65,0.31,6.89,Tamil Nadu
OD5421,Ridhesh,Beverages,Health Drinks,Ramanadhapuram,9/21/2016,South,8.12,0.24,1.22,Tamil Nadu
OD5422,Rumaiza,Bakery,Cakes,Karur,6/18/2016,South,15.15,0.13,6.67,Tamil Nadu
OD5423,Ramesh,Beverages,Soft Drinks,Madurai,5/19/2018,South,14.6,0.18,3.8,Tamil Nadu
OD5424,Ramesh,Snacks,Noodles,Krishnagiri,8/24/2016,South,18.38,0.16,3.68,Tamil Nadu
OD5425,Jackson,"Eggs, Meat & Fish",Chicken,Coimbatore,12-07-2018,South,24.05,0.18,9.86,Tamil Nadu
OD5426,Surya,Snacks,Cookies,Cumbum,6/27/2015,South,22.49,0.22,6.52,Tamil Nadu
OD5427,Jonas,"Eggs, Meat & Fish",Fish,Cumbum,9/17/2017,South,11.16,0.11,1.0,Tamil Nadu
OD5428,Yusuf,"Eggs, Meat & Fish",Eggs,Salem,4/18/2017,South,12.55,0.29,3.77,Tamil Nadu
OD5429,Veronica,"Eggs, Meat & Fish",Mutton,Coimbatore,6/20/2018,South,9.36,0.24,3.37,Tamil Nadu
OD5430,Muneer,Beverages,Health Drinks,Nagercoil,7/21/2018,South,16.73,0.3,6.69,Tamil Nadu
OD5431,Vinne,Fruits & Veggies,Organic Vegetables,Viluppuram,12-12-2017,South,19.74,0.35,4.14,Tamil Nadu
OD5432,Yusuf,Bakery,Biscuits,Cumbum,9/19/2017,South,6.63,0.25,0.53,Tamil Nadu
OD5433,Sudha,Fruits & Veggies,Fresh Fruits,Kanyakumari,09-04-2016,South,6.58,0.2,0.85,Tamil Nadu
OD5434,Aditi,Bakery,Cakes,Virudhunagar,4/21/2016,South,21.1,0.11,8.65,Tamil Nadu
OD5435,Yadav,Fruits & Veggies,Fresh Fruits,Perambalur,9/21/2016,South,20.23,0.16,2.83,Tamil Nadu
OD5436,Aditi,Snacks,Noodles,Krishnagiri,12-10-2016,South,6.12,0.25,1.65,Tamil Nadu
OD5437,Rumaiza,Beverages,Soft Drinks,Dindigul,06-11-2016,South,7.5,0.24,1.57,Tamil Nadu
OD5438,Anu,"Eggs, Meat & Fish",Mutton,Dharmapuri,8/24/2016,South,14.6,0.27,2.34,Tamil Nadu
OD5439,Hussain,Beverages,Soft Drinks,Namakkal,1/20/2015,South,13.65,0.3,4.23,Tamil Nadu
OD5440,Jonas,"Eggs, Meat & Fish",Eggs,Nagercoil,06-01-2015,South,22.72,0.29,3.18,Tamil Nadu
OD5441,Adavan,Fruits & Veggies,Fresh Fruits,Tirunelveli,04-02-2015,South,17.89,0.27,6.8,Tamil Nadu
OD5442,Suresh,Food Grains,Atta & Flour,Vellore,1/26/2018,South,13.01,0.14,2.47,Tamil Nadu
OD5443,Ganesh,Snacks,Cookies,Kanyakumari,11/13/2018,South,20.99,0.15,5.88,Tamil Nadu
OD5444,Roshan,Food Grains,Rice,Trichy,09-11-2017,South,16.06,0.24,4.34,Tamil Nadu
OD5445,Mathew,Food Grains,Atta & Flour,Theni,8/23/2016,South,18.3,0.26,5.67,Tamil Nadu
OD5446,Malik,Bakery,Breads & Buns,Ooty,9/27/2016,South,5.82,0.12,2.5,Tamil Nadu
OD5447,Rumaiza,Beverages,Soft Drinks,Tirunelveli,06-03-2018,South,6.97,0.14,0.63,Tamil Nadu
OD5448,Vidya,Beverages,Health Drinks,Kanyakumari,10/14/2017,South,12.53,0.1,4.64,Tamil Nadu
OD5449,Arutra,Food Grains,Atta & Flour,Perambalur,11/27/2017,South,23.36,0.16,3.74,Tamil Nadu
OD5450,Komal,Fruits & Veggies,Organic Fruits,Salem,06-03-2018,South,15.77,0.2,3.47,Tamil Nadu
OD5451,Verma,Beverages,Health Drinks,Perambalur,07-03-2018,South,21.92,0.34,4.82,Tamil Nadu
OD5452,Sudha,Snacks,Cookies,Nagercoil,9/17/2015,South,7.28,0.35,2.4,Tamil Nadu
OD5453,Sheeba,Snacks,Noodles,Krishnagiri,12/22/2018,South,10.74,0.15,4.3,Tamil Nadu
OD5454,Yusuf,Snacks,Noodles,Dindigul,8/13/2018,South,17.9,0.29,3.76,Tamil Nadu
OD5455,Ravi,Food Grains,Organic Staples,Ooty,11-03-2018,South,19.65,0.14,7.47,Tamil Nadu
OD5456,Ganesh,"Eggs, Meat & Fish",Mutton,Tirunelveli,4/28/2018,South,12.83,0.14,5.52,Tamil Nadu
OD5457,Ravi,Snacks,Cookies,Dindigul,06-12-2016,South,12.63,0.19,2.02,Tamil Nadu
OD5458,Ravi,Beverages,Health Drinks,Viluppuram,12-08-2017,South,12.65,0.35,5.06,Tamil Nadu
OD5459,Sudeep,Beverages,Soft Drinks,Dharmapuri,12-03-2016,South,20.94,0.17,3.77,Tamil Nadu
OD5460,Sudha,Beverages,Health Drinks,Coimbatore,01-08-2017,South,7.39,0.2,0.67,Tamil Nadu
OD5461,Amrish,"Eggs, Meat & Fish",Fish,Coimbatore,1/14/2018,South,5.07,0.19,0.25,Tamil Nadu
OD5462,Kumar,"Eggs, Meat & Fish",Fish,Tirunelveli,9/17/2016,South,20.86,0.28,6.26,Tamil Nadu
OD5463,Jonas,Oil & Masala,Edible Oil & Ghee,Theni,11/30/2018,South,16.09,0.25,2.09,Tamil Nadu
OD5464,Sabeela,Snacks,Noodles,Chennai,09-02-2017,South,21.9,0.3,3.94,Tamil Nadu
OD5465,Mathew,Beverages,Health Drinks,Karur,12-08-2017,South,16.88,0.31,1.52,Tamil Nadu
OD5466,Peer,Food Grains,Atta & Flour,Viluppuram,12-08-2017,South,18.8,0.35,3.2,Tamil Nadu
OD5467,Shree,Snacks,Noodles,Cumbum,11-04-2018,South,6.07,0.22,2.55,Tamil Nadu
OD5468,Willams,Food Grains,Dals & Pulses,Namakkal,6/21/2016,South,17.34,0.24,7.63,Tamil Nadu
OD5469,Amy,Snacks,Noodles,Bodi,10/23/2018,South,24.04,0.28,8.65,Tamil Nadu
OD5470,Alan,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,11/30/2016,South,9.66,0.33,2.8,Tamil Nadu
OD5471,Vinne,Snacks,Chocolates,Coimbatore,4/25/2015,South,15.22,0.26,5.33,Tamil Nadu
OD5472,Verma,Beverages,Health Drinks,Cumbum,12-09-2017,South,18.12,0.16,4.53,Tamil Nadu
OD5473,Ridhesh,Bakery,Biscuits,Salem,09-08-2017,South,23.38,0.22,4.21,Tamil Nadu
OD5474,Adavan,Food Grains,Dals & Pulses,Viluppuram,09-05-2018,South,17.29,0.33,5.36,Tamil Nadu
OD5475,Ravi,Food Grains,Organic Staples,Ramanadhapuram,4/16/2017,South,18.75,0.12,1.5,Tamil Nadu
OD5476,Aditi,Food Grains,Atta & Flour,Virudhunagar,12-01-2015,South,22.6,0.25,3.84,Tamil Nadu
OD5477,Anu,"Eggs, Meat & Fish",Eggs,Nagercoil,11/13/2016,South,19.0,0.21,7.98,Tamil Nadu
OD5478,Harish,Bakery,Cakes,Pudukottai,06-09-2016,South,20.94,0.19,8.38,Tamil Nadu
OD5479,Veronica,Bakery,Biscuits,Pudukottai,11/17/2018,South,5.11,0.15,2.14,Tamil Nadu
OD5480,Willams,Food Grains,Organic Staples,Kanyakumari,03-08-2017,South,20.03,0.19,7.21,Tamil Nadu
OD5481,Komal,Oil & Masala,Masalas,Krishnagiri,06-03-2018,South,10.82,0.31,3.03,Tamil Nadu
OD5482,Mathew,Snacks,Chocolates,Chennai,02-02-2015,South,6.0,0.16,1.5,Tamil Nadu
OD5483,Amrish,Food Grains,Rice,Tenkasi,12/21/2016,South,15.18,0.25,4.71,Tamil Nadu
OD5484,Hussain,Snacks,Cookies,Virudhunagar,8/15/2017,South,12.32,0.11,0.74,Tamil Nadu
OD5485,Sudha,Oil & Masala,Masalas,Madurai,11-04-2018,South,19.36,0.29,1.94,Tamil Nadu
OD5486,Ganesh,"Eggs, Meat & Fish",Chicken,Madurai,09-09-2015,South,13.51,0.24,1.89,Tamil Nadu
OD5487,Hussain,"Eggs, Meat & Fish",Mutton,Krishnagiri,12-04-2018,South,21.64,0.1,7.79,Tamil Nadu
OD5488,Hafiz,Food Grains,Atta & Flour,Vellore,9/19/2015,South,11.07,0.35,3.99,Tamil Nadu
OD5489,Hussain,Food Grains,Organic Staples,Nagercoil,9/29/2017,West,22.85,0.33,5.48,Tamil Nadu
OD5490,Peer,"Eggs, Meat & Fish",Fish,Virudhunagar,2/22/2017,West,7.79,0.29,2.96,Tamil Nadu
OD5491,Kumar,Fruits & Veggies,Fresh Fruits,Tenkasi,11-10-2015,West,22.9,0.21,1.37,Tamil Nadu
OD5492,Roshan,Fruits & Veggies,Organic Fruits,Tirunelveli,08-05-2015,West,20.82,0.32,5.83,Tamil Nadu
OD5493,Ramesh,Oil & Masala,Spices,Madurai,09-01-2018,West,10.24,0.35,0.82,Tamil Nadu
OD5494,Aditi,Fruits & Veggies,Organic Vegetables,Kanyakumari,08-12-2018,West,24.3,0.23,6.81,Tamil Nadu
OD5495,Krithika,Oil & Masala,Spices,Krishnagiri,12/18/2017,West,19.13,0.16,6.12,Tamil Nadu
OD5496,Amy,Fruits & Veggies,Organic Fruits,Vellore,11-08-2016,West,14.02,0.28,4.63,Tamil Nadu
OD5497,Vidya,Fruits & Veggies,Organic Vegetables,Madurai,07-08-2018,West,14.09,0.35,1.83,Tamil Nadu
OD5498,Ram,Bakery,Cakes,Cumbum,10-12-2016,West,17.55,0.14,6.67,Tamil Nadu
OD5499,Harish,Fruits & Veggies,Organic Vegetables,Ramanadhapuram,09-02-2017,West,14.61,0.26,3.51,Tamil Nadu
OD5500,Roshan,Bakery,Biscuits,Tenkasi,12/19/2016,West,15.92,0.26,6.05,Tamil Nadu
OD5501,Sundar,"Eggs, Meat & Fish",Mutton,Madurai,5/13/2015,West,16.71,0.22,1.17,Tamil Nadu
OD5502,Vince,Food Grains,Organic Staples,Karur,11-09-2017,West,10.6,0.32,1.91,Tamil Nadu
OD5503,Kumar,Fruits & Veggies,Fresh Fruits,Karur,12/18/2017,West,9.01,0.13,3.24,Tamil Nadu
OD5504,Hussain,Beverages,Health Drinks,Salem,5/16/2015,West,5.7,0.18,1.94,Tamil Nadu
OD5505,Sundar,Oil & Masala,Masalas,Dindigul,4/17/2016,West,20.23,0.15,1.21,Tamil Nadu
OD5506,Aditi,Bakery,Cakes,Kanyakumari,7/14/2018,West,18.45,0.26,4.98,Tamil Nadu
OD5507,Hafiz,Fruits & Veggies,Fresh Fruits,Coimbatore,7/26/2015,West,9.4,0.15,0.75,Tamil Nadu
OD5508,Adavan,Oil & Masala,Spices,Virudhunagar,9/18/2018,West,10.63,0.32,0.96,Tamil Nadu
OD5509,Ganesh,Fruits & Veggies,Organic Fruits,Kanyakumari,06-11-2017,West,8.22,0.31,3.12,Tamil Nadu
OD5510,Mathew,"Eggs, Meat & Fish",Eggs,Bodi,7/29/2018,West,11.12,0.29,2.89,Tamil Nadu
OD5511,Sundar,"Eggs, Meat & Fish",Chicken,Kanyakumari,4/13/2016,West,20.36,0.32,6.92,Tamil Nadu
OD5512,Anu,Bakery,Cakes,Dindigul,7/18/2016,West,21.94,0.13,4.61,Tamil Nadu
OD5513,Haseena,Beverages,Health Drinks,Salem,10/14/2018,West,10.66,0.31,3.95,Tamil Nadu
OD5514,Peer,Fruits & Veggies,Fresh Vegetables,Nagercoil,3/25/2015,West,22.19,0.34,5.32,Tamil Nadu
OD5515,Krithika,"Eggs, Meat & Fish",Fish,Ooty,11-07-2018,West,15.96,0.12,5.27,Tamil Nadu
OD5516,Harish,Beverages,Soft Drinks,Karur,08-07-2018,West,6.35,0.31,0.76,Tamil Nadu
OD5517,Surya,Beverages,Health Drinks,Ramanadhapuram,2/13/2018,West,9.7,0.2,4.37,Tamil Nadu
OD5518,Amrish,Beverages,Soft Drinks,Dharmapuri,11-05-2017,West,13.27,0.2,5.31,Tamil Nadu
OD5519,Yusuf,Snacks,Chocolates,Trichy,04-11-2018,West,11.46,0.15,4.01,Tamil Nadu
OD5520,Kumar,Food Grains,Atta & Flour,Vellore,11/18/2017,West,12.27,0.14,1.1,Tamil Nadu
OD5521,Jonas,Snacks,Chocolates,Chennai,08-12-2018,West,8.65,0.24,1.12,Tamil Nadu
OD5522,Jonas,Bakery,Biscuits,Cumbum,12-10-2017,West,15.14,0.35,2.42,Tamil Nadu
OD5523,Amrish,Bakery,Breads & Buns,Ramanadhapuram,05-12-2017,West,18.99,0.27,3.61,Tamil Nadu
OD5524,Ram,Oil & Masala,Spices,Kanyakumari,04-11-2015,West,14.26,0.32,2.71,Tamil Nadu
OD5525,Mathew,Snacks,Noodles,Dharmapuri,5/28/2017,West,22.14,0.23,2.21,Tamil Nadu
OD5526,Kumar,Snacks,Noodles,Dharmapuri,11-10-2018,West,14.55,0.25,6.55,Tamil Nadu
OD5527,Suresh,Bakery,Cakes,Perambalur,03-03-2018,West,18.04,0.27,5.77,Tamil Nadu
OD5528,Komal,Food Grains,Rice,Trichy,10-07-2018,West,10.69,0.27,3.96,Tamil Nadu
OD5529,Amy,Snacks,Noodles,Kanyakumari,8/31/2015,West,8.68,0.1,3.73,Tamil Nadu
OD5530,Amy,Bakery,Cakes,Dharmapuri,4/17/2018,West,7.56,0.11,1.74,Tamil Nadu
OD5531,Sheeba,"Eggs, Meat & Fish",Fish,Ooty,3/14/2015,West,13.86,0.1,2.49,Tamil Nadu
OD5532,Arvind,Food Grains,Rice,Namakkal,11/24/2018,West,17.88,0.29,2.33,Tamil Nadu
OD5533,Sudha,Fruits & Veggies,Organic Fruits,Cumbum,11/21/2018,West,23.64,0.13,9.46,Tamil Nadu
OD5534,Arutra,Oil & Masala,Edible Oil & Ghee,Virudhunagar,7/18/2017,West,23.2,0.27,2.78,Tamil Nadu
OD5535,Sabeela,Bakery,Cakes,Vellore,09-04-2018,West,15.44,0.3,6.64,Tamil Nadu
OD5536,Hafiz,Bakery,Breads & Buns,Nagercoil,10-09-2015,West,14.34,0.17,5.16,Tamil Nadu
OD5537,Yusuf,Fruits & Veggies,Fresh Fruits,Bodi,07-08-2017,West,14.31,0.27,4.72,Tamil Nadu
OD5538,Surya,Food Grains,Dals & Pulses,Madurai,12-06-2017,West,11.03,0.26,1.54,Tamil Nadu
OD5539,Verma,"Eggs, Meat & Fish",Fish,Tirunelveli,11-12-2017,West,21.16,0.21,1.9,Tamil Nadu
OD5540,Muneer,"Eggs, Meat & Fish",Eggs,Krishnagiri,8/17/2016,West,22.6,0.18,7.68,Tamil Nadu
OD5541,Vinne,"Eggs, Meat & Fish",Eggs,Coimbatore,9/19/2018,West,9.81,0.18,3.92,Tamil Nadu
OD5542,Vidya,Snacks,Chocolates,Vellore,9/23/2018,West,23.3,0.11,4.19,Tamil Nadu
OD5543,Jonas,Oil & Masala,Masalas,Viluppuram,03-09-2018,West,18.88,0.3,6.04,Tamil Nadu
OD5544,Veronica,Oil & Masala,Spices,Cumbum,03-06-2016,West,18.88,0.11,4.91,Tamil Nadu
OD5545,Ram,Snacks,Cookies,Tenkasi,5/28/2017,West,21.52,0.12,2.37,Tamil Nadu
OD5546,Shah,Fruits & Veggies,Fresh Vegetables,Krishnagiri,9/29/2015,West,18.41,0.22,5.52,Tamil Nadu
OD5547,Veronica,Snacks,Cookies,Ooty,11-04-2017,West,7.52,0.15,1.65,Tamil Nadu
OD5548,Ridhesh,Oil & Masala,Spices,Perambalur,08-02-2016,West,23.1,0.23,8.55,Tamil Nadu
OD5549,Hussain,Oil & Masala,Spices,Chennai,9/19/2018,West,12.13,0.12,2.43,Tamil Nadu
OD5550,Vince,Beverages,Health Drinks,Tirunelveli,12/24/2016,West,12.81,0.29,2.82,Tamil Nadu
OD5551,Willams,Oil & Masala,Masalas,Namakkal,09-02-2018,West,18.26,0.29,5.66,Tamil Nadu
OD5552,Sundar,Fruits & Veggies,Organic Fruits,Ramanadhapuram,2/26/2018,West,7.84,0.2,0.86,Tamil Nadu
OD5553,Verma,"Eggs, Meat & Fish",Mutton,Madurai,6/23/2016,West,10.72,0.29,3.75,Tamil Nadu
OD5554,Ramesh,"Eggs, Meat & Fish",Chicken,Vellore,12-06-2016,West,13.5,0.1,5.27,Tamil Nadu
OD5555,Roshan,Bakery,Breads & Buns,Coimbatore,9/21/2015,West,21.07,0.21,1.47,Tamil Nadu
OD5556,Sabeela,Snacks,Chocolates,Bodi,11/29/2015,West,23.83,0.1,5.96,Tamil Nadu
OD5557,Sudha,Fruits & Veggies,Organic Vegetables,Bodi,10/30/2018,West,20.12,0.33,5.43,Tamil Nadu
OD5558,Amrish,Beverages,Health Drinks,Viluppuram,11-02-2015,West,11.91,0.18,2.62,Tamil Nadu
OD5559,Sheeba,Fruits & Veggies,Fresh Fruits,Krishnagiri,9/18/2017,West,12.94,0.29,5.69,Tamil Nadu
OD5560,Muneer,Fruits & Veggies,Organic Vegetables,Salem,05-12-2016,West,17.42,0.27,6.8,Tamil Nadu
OD5561,James,"Eggs, Meat & Fish",Fish,Tenkasi,04-11-2015,West,15.28,0.17,4.89,Tamil Nadu
OD5562,Malik,Oil & Masala,Edible Oil & Ghee,Coimbatore,7/26/2015,West,10.05,0.31,3.42,Tamil Nadu
OD5563,Ram,Food Grains,Organic Staples,Trichy,9/27/2017,West,17.24,0.31,4.14,Tamil Nadu
OD5564,Surya,"Eggs, Meat & Fish",Chicken,Vellore,10/18/2016,West,19.93,0.15,6.98,Tamil Nadu
OD5565,Sundar,Bakery,Biscuits,Bodi,08-08-2015,West,20.42,0.27,1.63,Tamil Nadu
OD5566,Mathew,Beverages,Health Drinks,Tirunelveli,9/25/2017,West,9.97,0.24,3.49,Tamil Nadu
OD5567,Amrish,Beverages,Health Drinks,Ooty,1/30/2016,West,12.7,0.23,2.54,Tamil Nadu
OD5568,Yadav,Bakery,Cakes,Perambalur,04-02-2016,West,22.49,0.11,7.65,Tamil Nadu
OD5569,Mathew,"Eggs, Meat & Fish",Fish,Coimbatore,5/26/2017,West,22.72,0.14,2.95,Tamil Nadu
OD5570,Jonas,Snacks,Chocolates,Chennai,8/23/2017,West,5.03,0.35,0.85,Tamil Nadu
OD5571,Ganesh,Food Grains,Rice,Virudhunagar,12/31/2017,West,21.16,0.27,9.1,Tamil Nadu
OD5572,Ram,Bakery,Biscuits,Nagercoil,12/15/2018,West,18.81,0.23,0.94,Tamil Nadu
OD5573,Veena,Snacks,Chocolates,Cumbum,6/23/2016,West,8.75,0.31,3.41,Tamil Nadu
OD5574,Suresh,"Eggs, Meat & Fish",Mutton,Dindigul,8/15/2017,West,5.12,0.18,1.79,Tamil Nadu
OD5575,Hafiz,Oil & Masala,Edible Oil & Ghee,Vellore,4/22/2016,West,8.38,0.34,1.34,Tamil Nadu
OD5576,Akash,Fruits & Veggies,Organic Fruits,Dharmapuri,06-09-2017,West,22.65,0.28,3.17,Tamil Nadu
OD5577,Sharon,Snacks,Noodles,Vellore,1/20/2018,West,11.82,0.17,1.42,Tamil Nadu
OD5578,Veena,Snacks,Cookies,Karur,8/28/2016,West,18.99,0.14,5.32,Tamil Nadu
OD5579,Vinne,Food Grains,Organic Staples,Dharmapuri,12/30/2016,West,21.5,0.33,4.95,Tamil Nadu
OD5580,Sundar,"Eggs, Meat & Fish",Fish,Tenkasi,12/29/2018,West,15.43,0.35,4.94,Tamil Nadu
OD5581,Yusuf,Food Grains,Organic Staples,Pudukottai,11-08-2015,West,19.81,0.32,7.13,Tamil Nadu
OD5582,Ram,Snacks,Noodles,Cumbum,7/14/2017,West,15.29,0.32,1.38,Tamil Nadu
OD5583,Veena,Snacks,Cookies,Tenkasi,1/20/2018,West,23.44,0.19,7.5,Tamil Nadu
OD5584,Alan,Bakery,Cakes,Namakkal,08-07-2018,West,23.5,0.24,4.0,Tamil Nadu
OD5585,Sudeep,Food Grains,Atta & Flour,Trichy,7/14/2018,West,10.42,0.34,4.48,Tamil Nadu
OD5586,Vinne,Fruits & Veggies,Organic Fruits,Theni,8/28/2017,West,22.59,0.35,6.32,Tamil Nadu
OD5587,Alan,Food Grains,Organic Staples,Cumbum,11-01-2015,West,16.75,0.35,6.7,Tamil Nadu
OD5588,Muneer,Snacks,Chocolates,Kanyakumari,12-08-2015,West,24.25,0.2,8.24,Tamil Nadu
OD5589,Jonas,Beverages,Soft Drinks,Tenkasi,06-10-2018,West,7.83,0.15,2.82,Tamil Nadu
OD5590,Muneer,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,12-06-2017,West,5.22,0.23,1.83,Tamil Nadu
OD5591,Veronica,Fruits & Veggies,Fresh Fruits,Tenkasi,11/30/2015,West,12.11,0.34,3.88,Tamil Nadu
OD5592,Jonas,Bakery,Breads & Buns,Madurai,8/17/2016,West,14.21,0.34,5.12,Tamil Nadu
OD5593,Anu,Fruits & Veggies,Organic Vegetables,Chennai,12-11-2016,West,22.29,0.24,1.56,Tamil Nadu
OD5594,Malik,"Eggs, Meat & Fish",Mutton,Krishnagiri,05-10-2016,West,22.7,0.12,7.49,Tamil Nadu
OD5595,Peer,Fruits & Veggies,Organic Vegetables,Tenkasi,11-04-2015,West,23.87,0.11,2.63,Tamil Nadu
OD5596,James,Beverages,Health Drinks,Ramanadhapuram,4/18/2015,West,20.53,0.31,1.64,Tamil Nadu
OD5597,Vince,Beverages,Soft Drinks,Trichy,12/29/2015,West,20.2,0.27,1.21,Tamil Nadu
OD5598,Vidya,Oil & Masala,Spices,Krishnagiri,08-06-2017,West,22.9,0.32,7.33,Tamil Nadu
OD5599,Ram,Bakery,Biscuits,Trichy,11/27/2018,West,9.59,0.12,3.17,Tamil Nadu
OD5600,Sundar,Oil & Masala,Masalas,Nagercoil,09-02-2017,West,6.92,0.26,0.42,Tamil Nadu
OD5601,Kumar,Food Grains,Atta & Flour,Dharmapuri,6/24/2017,West,15.53,0.1,6.99,Tamil Nadu
OD5602,Veena,Beverages,Soft Drinks,Namakkal,02-05-2017,West,19.36,0.27,5.42,Tamil Nadu
OD5603,Mathew,Oil & Masala,Edible Oil & Ghee,Nagercoil,11/17/2016,West,9.56,0.28,2.77,Tamil Nadu
OD5604,Verma,Oil & Masala,Spices,Krishnagiri,5/26/2017,West,20.85,0.24,4.38,Tamil Nadu
OD5605,Anu,Bakery,Breads & Buns,Ooty,08-10-2016,West,8.66,0.2,2.77,Tamil Nadu
OD5606,Vinne,Snacks,Cookies,Viluppuram,11/26/2015,West,21.41,0.18,1.71,Tamil Nadu
OD5607,Alan,"Eggs, Meat & Fish",Eggs,Salem,04-02-2016,West,5.59,0.14,1.17,Tamil Nadu
OD5608,Yadav,Snacks,Cookies,Chennai,8/16/2016,West,24.32,0.12,9.73,Tamil Nadu
OD5609,Ram,Fruits & Veggies,Organic Vegetables,Madurai,11/13/2018,West,8.51,0.26,0.77,Tamil Nadu
OD5610,Amy,Beverages,Soft Drinks,Theni,11/25/2015,West,21.64,0.1,7.79,Tamil Nadu
OD5611,Yadav,Fruits & Veggies,Fresh Vegetables,Karur,8/30/2017,West,13.74,0.28,4.67,Tamil Nadu
OD5612,Yusuf,Fruits & Veggies,Fresh Vegetables,Theni,7/25/2016,West,23.63,0.29,6.62,Tamil Nadu
OD5613,Muneer,"Eggs, Meat & Fish",Eggs,Tirunelveli,6/18/2015,West,11.28,0.22,2.48,Tamil Nadu
OD5614,Arutra,Food Grains,Organic Staples,Madurai,2/22/2017,West,13.91,0.22,1.67,Tamil Nadu
OD5615,Shree,Bakery,Breads & Buns,Trichy,12/19/2016,West,22.03,0.32,1.1,Tamil Nadu
OD5616,Muneer,Snacks,Chocolates,Dindigul,08-07-2018,West,12.16,0.27,3.16,Tamil Nadu
OD5617,Sudha,Fruits & Veggies,Fresh Vegetables,Bodi,4/17/2016,West,15.62,0.18,3.12,Tamil Nadu
OD5618,Arutra,Oil & Masala,Spices,Theni,05-10-2015,West,15.3,0.21,1.53,Tamil Nadu
OD5619,Jonas,"Eggs, Meat & Fish",Chicken,Dindigul,05-10-2015,West,23.93,0.15,6.22,Tamil Nadu
OD5620,Sharon,Fruits & Veggies,Fresh Fruits,Ramanadhapuram,8/14/2017,West,7.55,0.12,0.53,Tamil Nadu
OD5621,Peer,Snacks,Cookies,Nagercoil,12/30/2016,West,22.93,0.21,4.59,Tamil Nadu
OD5622,Krithika,"Eggs, Meat & Fish",Mutton,Cumbum,5/22/2016,West,19.05,0.27,3.81,Tamil Nadu
OD5623,Alan,"Eggs, Meat & Fish",Fish,Vellore,06-08-2018,West,13.26,0.19,1.99,Tamil Nadu
OD5624,Muneer,Bakery,Cakes,Bodi,09-07-2018,West,22.86,0.13,8.23,Tamil Nadu
OD5625,Vince,Food Grains,Organic Staples,Ooty,5/22/2016,West,16.2,0.18,7.29,Tamil Nadu
OD5626,Ram,Beverages,Health Drinks,Madurai,10-07-2018,West,23.93,0.15,7.9,Tamil Nadu
OD5627,Hussain,Beverages,Health Drinks,Dharmapuri,11-04-2015,West,22.87,0.15,8.01,Tamil Nadu
OD5628,Sudha,Fruits & Veggies,Fresh Fruits,Theni,9/15/2018,West,11.17,0.32,4.69,Tamil Nadu
OD5629,Vinne,Snacks,Chocolates,Dindigul,11/20/2016,West,23.22,0.17,8.13,Tamil Nadu
OD5630,Rumaiza,Bakery,Biscuits,Kanyakumari,05-07-2018,West,15.67,0.27,4.23,Tamil Nadu
OD5631,Vinne,Bakery,Breads & Buns,Theni,08-10-2016,West,10.21,0.11,1.63,Tamil Nadu
OD5632,Akash,Food Grains,Rice,Ooty,8/25/2015,West,10.98,0.19,0.66,Tamil Nadu
OD5633,Harish,Beverages,Soft Drinks,Ooty,9/25/2017,West,16.8,0.28,5.88,Tamil Nadu
OD5634,Yusuf,Fruits & Veggies,Fresh Vegetables,Nagercoil,11-10-2015,West,10.04,0.16,2.81,Tamil Nadu
OD5635,Esther,Food Grains,Rice,Cumbum,08-12-2015,West,9.25,0.35,0.93,Tamil Nadu
OD5636,Ramesh,"Eggs, Meat & Fish",Eggs,Karur,08-12-2018,West,11.31,0.23,3.39,Tamil Nadu
OD5637,Ram,Food Grains,Atta & Flour,Ramanadhapuram,6/26/2018,West,10.62,0.13,3.08,Tamil Nadu
OD5638,Rumaiza,Snacks,Chocolates,Kanyakumari,8/23/2015,West,13.89,0.27,5.0,Tamil Nadu
OD5639,Verma,Food Grains,Dals & Pulses,Viluppuram,5/20/2018,West,23.58,0.11,3.07,Tamil Nadu
OD5640,Muneer,Bakery,Cakes,Namakkal,12-08-2015,West,22.4,0.19,3.36,Tamil Nadu
